Phi
[0.0401672821484606, 0.00161341055575700, 6.48063170143960e-5, 2.60309362142810e-6, 1.04559195950761e-7, 4.19985872643581e-9, 1.68696910448422e-10, 6.77609640191968e-12, 2.72177376041077e-13, 1.09326254616842e-14]
[0.00261279117457638, 6.82667772194423e-6, 1.78366833035731e-8, 4.66035287192897e-11, 1.21765288541877e-13, 3.18147271271963e-16, 8.31252382594944e-19, 2.17188888908966e-21, 5.67469212157397e-24, 1.48267854936866e-26]
[0.0551796102557270, 0.00304478938797393, 0.000168010291739175, 9.27074241711865e-6, 5.11555953357843e-7, 2.82274581302826e-8, 1.55758013813885e-9, 8.59466649645629e-11, 4.74250347552413e-12, 2.61689493415852e-13]
[0.0584360419844310, 0.00341477100280618, 0.000199545701687199, 1.16606610016059e-5, 6.81402875856059e-7, 3.98184870618367e-8, 2.32683478170201e-9, 1.35971014994373e-10, 7.94560794087686e-12, 4.64309879224908e-13]
[0.0496187382840361, 0.00246201918889967, 0.000122162285784288, 6.06153848651020e-6, 3.00765891760762e-7, 1.49236240680420e-8, 7.40491396881518e-10, 3.67422488234444e-11, 1.82310402833742e-12, 9.04601216466464e-14]
[0.0126712445158418, 0.000160560437580251, 2.03450056414992e-6, 2.57796541159618e-8, 3.26660300837179e-10, 4.13919254552634e-12, 5.24487208425140e-14, 6.64590566338624e-16, 8.42118956899849e-18, 1.06706952143036e-19]
[0.0261675743475386, 0.000684741947233960, 0.000684741947106166, 1.79180358097789e-5, 4.68871534214249e-7, 4.68871534126743e-7, 1.22692307287060e-8, 3.21056007280520e-10, 3.21056007220602e-10, 8.40125693866898e-12]
[3.38037060603764e-10, 1.14269054341633e-19, 3.86271752476172e-29, 1.30574167801310e-38, 4.41389078743373e-48, 1.49205866761013e-57, 5.04371126247296e-67, 1.70496132970046e-76, 5.76340116335027e-86, 1.94824318833924e-95]
[0.0987800101445958, 0.00975749040416645, 0.000963845001109357, 9.52086189874003e-5, 9.40470834942835e-6, 9.28997186163497e-7, 9.17663514735312e-8, 9.06468112948795e-9, 8.95409293928346e-10, 8.84485391378074e-11]
[0.0415220759695929, 0.00172408279282465, 7.15874967015328e-5, 2.97246147651403e-6, 1.23422771244504e-7, 5.12476968399197e-9, 2.12791076145381e-10, 8.83552722935996e-12, 3.66869432848891e-13, 1.52331804616731e-14]
